Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
4560.0,12026.0,YIN,Yintech Investment Holdings Ltd,CNY,NASDAQ,Capital Markets,"Yintech Investment Holdings Ltd. engages in the provision of investment and trading services. The company is headquartered in Shanghai, Shanghai and currently employs 2,921 full-time employees. The firm facilitates the trading by individual customers of silver, gold, and other precious metals and commodities on the Shanghai Gold Exchange, the Tianjin Precious Metals Exchange and the Guangdong Precious Metals Exchange. The firm provides its customers with various services, such as account opening, investor education, market information, research, live discussion boards and real-time customer support. On the Tianjin Precious Metals Exchange and the Guangdong Precious Metals Exchange, the Company serves as counterparty to its customers' trades. On the Shanghai Gold Exchange, the Company serves as an agent and does not hold principal positions. The firm's services include investor education, market information provision and research. Its research services include research reports, online lectures, live market commentaries and quantitative analysis.",Financial Services,CN,4/27/2016,Yintech Investment,Stock,"['Financial Services', 'Capital Markets', 'Brokers & Exchanges']",['RJF'],7.19,525471104.0,Yintech Investment Holdings Ltd,CNY,0,Yintech Investment,False,Yintech Investment,yintech-investment,"$900,000,000,525,471,000.00 ",,Yintech Investment,0.0,Y
4561.0,7557.0,YJ,Yunji Inc,CNY,NASDAQ,Internet Retail,"Yunji, Inc. is a development stage company. The company is headquartered in Hangzhou, Zhejiang and currently employs 1,013 full-time employees. The firm conducts its businesses mainly through a membership-based model. The firm offers products across a large variety of categories with the aim of catering to daily needs of their users and their households. The firm distributes its products primarily through Yunji Application (App) and mini programs and HTML-5 webpages available in major social platforms in China, including WeChat, QQ, Weibo.",Consumer Cyclical,CN,5/3/2019,Yunji Inc,Stock,,,1.88,399154080.0,Yunji Inc,CNY,Yunji,Yunji,False,Yunji,yunji,"$900,000,000,399,154,000.00 ",,Yunji,0.0,Y
4562.0,466.0,YORW,The York Water,USD,NASDAQ,Utilities Regulated Water,"York Water Co. engages in impounding, purifying, and distribution of drinking water. The company is headquartered in York, Pennsylvania and currently employs 109 full-time employees. The primary business of the Company is to impound, purify to meet or exceed safe drinking water standards and distribute water. As of December 31, 2016, it also owned and operated three wastewater collection systems and two wastewater treatment systems. As of December 31, 2016, it operated within its territory, which covered 39 municipalities within York County, Pennsylvania and nine municipalities within Adams County, Pennsylvania. Its two wastewater treatment facilities are located in East Manchester and Lower Windsor Townships. The company provides sewer billing services. The company has a service line protection program, which allows customers to pay a fixed monthly fee, and it will repair or replace damaged customer service lines. As of December 31, 2016, it obtained the bulk of its water supply from both the South Branch and East Branch of the Codorus Creek, which together had a daily flow of 73 million gallons.",Utilities,US,10/28/1993,York Water Co,Stock,"['Utilities', 'Utilities - Regulated Water', 'Utilities - Regulated']","['ARTNA', 'CTWS', 'MSEX', 'CDZI', 'CWT', 'AWR', 'WTR', 'AWK', 'SJW', 'XLU']",48.23,629401470.0,The York Water,$,York Water,York Water,False,York Water,york-water,"$900,000,000,629,401,000.00 ",,York Water,0.0,Y
4563.0,7552.0,YPF,YPF Sociedad Anonima,USD,NYSE,Oil & Gas Integrated,,Energy,AR,,YPF Sociedad Anonima,Stock,"['Energy', 'Oil & Gas Integrated', 'Oil & Gas - Integrated']","['TOT', 'XOM', 'BP', 'PBR', 'CVX', 'MRO', 'RDS.A']",4.58,918715900.0,YPF Sociedad Anonima,$,0,YPF Sociedad Anonima,False,YPF Sociedad Anonima,ypf-sociedad-anonima,"$900,000,000,918,715,000.00 ",,YPF Sociedad Anonima,0.0,Y
4564.0,9395.0,YRCW,YRC Worldwide Inc,USD,NASDAQ,Trucking,"YRC Worldwide, Inc. operates as a holding company, which through its subsidiaries engages in the provision of transportation services. The company is headquartered in Overland Park, Kansas and currently employs 31,000 full-time employees. The Company, through its subsidiaries, offers its customers a range of transportation services. The firm operates through two segments: YRC Freight and Regional Transportation. The firm has less-than-truckload (LTL) networks in North America with local, regional, national and international capabilities. YRC Freight segment offers a range of services for the transportation of industrial, commercial and retail goods in national, regional and international markets, primarily through the operation of owned or leased equipment in its North American ground distribution network. The company provides transportation services for various categories of goods, which include apparel, appliances, automotive parts, chemicals, food, furniture, glass, machinery, metal and metal products. The firm's Regional Transportation segment consists of USF Holland LLC (Holland), New Penn Motor Express, LLC (New Penn) and USF Reddaway Inc. (Reddaway).",Industrials,US,12/8/1997,YRC Worldwide,Stock,"['Industrials', 'Trucking', 'Transportation & Logistics']","['ODFL', 'ULH', 'SAIA', 'SINO', 'RRTS', 'ARCB']",4.11,218984512.0,YRC Worldwide Inc,$,0,YRC Worldwide,False,YRC Worldwide,yrc-worldwide,"$900,000,000,218,984,000.00 ",,YRC Worldwide,0.0,Y
4565.0,268.0,YRD,Yiren Digital Ltd,CNY,NYSE,Credit Services,"Yiren Digital Ltd. is engaged in the easy access to affordable credit and investors with attractive investment opportunities through its online marketplace. The company is headquartered in Beijing, Beijing and currently employs 956 full-time employees. The firm conducts its business in China, through Yi Ren Heng Ye Technology Development (Beijing) Co., Ltd. (Heng Ye) and its consolidated variable interest entity, Heng Cheng Technology Development (Beijing) Co., Ltd. (Heng Cheng). Heng Cheng operates its Website, www.yirendai.com, and has an Internet content provider (ICP) license as an Internet information provider. Its online marketplace facilitates standard loan products, express loan products and vertical loan products to borrowers. Uses for these loan products include home remodels, durable good purchases, travel and continuing education. Its online marketplace provides investors with various investing tools, such as automated investing tool and self-directed investing tool. The company maintains a secondary loan market on its marketplace where investors can transfer the loans they hold prior to maturity at the fair value of the remaining loans.",Financial Services,CN,12/18/2015,Yirendai each,Stock,"['Financial Services', 'Credit Services']",['RENN'],3.67,340599840.0,Yirendai each representing two,CNY,Yiren Digital,Yiren Digital,False,Yiren Digital,yiren-digital,"$900,000,000,340,599,000.00 ",,Yiren Digital,0.0,Y
4566.0,7537.0,YRIV,Yangtze River Port and Logistics Ltd,USD,NASDAQ,Real Estate Diversified,"Yangtze River Port & Logistics Ltd. operates as a holding company, which engages in the provision of logistics services. The company is headquartered in New York, New York and currently employs 34 full-time employees. The firm conducts its operations through its subsidiary Energetic Mind Limited (Energetic Mind), which operates through its subsidiary Ricofeliz Capital (HK) Ltd (Ricofeliz Capital), which operates through its subsidiary Wuhan Yangtze River Newport Logistics Co., Ltd (Wuhan Newport), an enterprise that engages in the business of real estate and infrastructural development with a port logistics center located in Wuhan, Hubei Province of China. Wuhan Newport primarily engages in the business of real estate and infrastructural development with a port logistics project located in Wuhan, Hubei Province of China. Its projects include the Wuhan Yangtze River Newport Logistics Center (the Logistics Center), which is a complex located in Wuhan.",Real Estate,US,3/5/2011,Yangtze River Port and Logistics Ltd,Stock,,,0.66,113799670.0,Yangtze River Port and Logistics Ltd,$,0,Yangtze River Port and Logistics Ltd,False,Yangtze River Port and Logistics ,yangtze-river-port,"$900,000,000,113,799,000.00 ",,Yangtze River Port and Logistics,1.0,Y
5566.0,8686.0,YECO,Yulong Eco-Materials Ltd,USD,NASDAQ,Building Materials,"Yulong Eco-Materials Limited is a holding company. The Company is a manufacturer of building products. The Company's segments include Yulong Bricks; Yulong Concrete and Yulong Transport, and Yulong Renewable. The Yulong Bricks segment is engaged in the production and sale of fly-ash bricks. The Yulong Concrete and Yulong Transport segment is engaged in the production and sale of ready-mixed concrete. The Yulong Renewable segment is engaged in the hauling and processing of construction waste, and production and sale of recycled aggregates and recycled bricks. The Company produces fly ash bricks and ready-mixed concrete. The Company's construction waste management (CWM) business includes hauling and processing construction waste, and producing crushed construction waste or recycled aggregates, and bricks made from recycled aggregates, or recycled bricks. The Company operates principally from the city of Pingdingshan, Henan Province, in the People's Republic of China.",Basic Materials,CN,6/29/2015,Yulong Eco-Materials,Stock,"['Basic Materials', 'Building Materials']",['YECO'],5.03,10050000.0,Yulong Eco-Materials Ltd,$,0,Yulong Eco-Materials,False,Yulong Eco-Materials,yulong-eco-materials,"$90,000,000,010,050,000.00 ",,Yulong Eco-Materials,0.0,Y
5567.0,7545.0,YGE,Yingli Green Energy Holding Company Limited ADR,USD,NYSE,Semiconductors,,Technology,,,Yingli Green Energy Holding Company Limited ADR,Stock,,,1.38,24840000.0,Yingli Green Energy Holding Company Limited ADR,$,0,Yingli Green Energy Holding Company Limited ADR,False,Yingli Green Energy Holding Company  ADR,yingli-green-energy,"$90,000,000,024,840,000.00 ",,Yingli Green Energy Holding Company  ADR,0.0,Y
5568.0,8320.0,YGYI,Youngevity International Inc,USD,NASDAQ,Packaged Foods,"Youngevity International, Inc. engages in the provision of nutritional health products and services. The company is headquartered in Chula Vista, California and currently employs 469 full-time employees. The firm operates through two segments: the direct selling segment where products are offered through a global distribution network of customers and distributors, and the commercial coffee segment where products are sold directly to businesses. The firm offers over 2,500 products to support a healthy lifestyle. All of these products, which are sold through its direct selling network, are categorized into over 11 sub-product lines. In the direct selling segment, the Company sells health and wellness, beauty product and skin care, scrap booking and story booking items, and packaged food products on a global basis, and offers a range of products through an international direct selling network. The firm is engaged in the commercial sale of coffee through its subsidiary CLR Roasters, LLC (CLR) and its subsidiary. Its brands include Cafe La Rica, Javalution Daily Grind, Javalution Royal Roast, SOZO Global and Integris.",Consumer Defensive,US,6/21/2017,Youngevity International,Stock,"['Consumer Defensive', 'Packaged Foods', 'Consumer Packaged Goods']","['NUS', 'YGYI']",0.5172,15681711.0,Youngevity International Inc,$,0,Youngevity International,False,Youngevity International,youngevity-int,"$90,000,000,015,681,700.00 ",,Youngevity International,0.0,Y
5569.0,9701.0,YOGA,Yogaworks Inc,USD,NASDAQ,Personal Services,"YogaWorks, Inc. engages in the ownership and operation of yoga studios and training centers. The company is headquartered in Culver City, California and currently employs 2,000 full-time employees. The firm provides yoga instruction in the United States with 50 company-owned studios as well as its Internet-based digital media service, MyYogaWorks.com. Its classes are designed to safely challenge practitioners of all levels, making yoga accessible to a diverse population ranging from beginners and casual practitioners to seasoned yogis and professional athletes. The company offers a broad range of yoga disciplines and levels from fast-paced flow to soothing restorative and integrated fitness classes. The firm has brands in six geographically dispersed United States markets: Los Angeles, Orange County (California), New York City, Northern California, Boston and Baltimore/Washington D.C. The company offers six months and annual prepaid memberships. The company also offers private classes for those who wish to receive one-on-one instruction. As of March 31, 2017, the Company owned and operated 50 yoga studios.",Consumer Cyclical,US,8/11/2017,YogaWorks,Stock,"['Consumer Cyclical', 'Personal Services']",[],0.81,13300739.0,Yogaworks Inc,$,0,YogaWorks,False,YogaWorks,yogaworks,"$90,000,000,013,300,700.00 ",,YogaWorks,0.0,Y
5570.0,8900.0,YTEN,Yield10 Bioscience Inc,USD,NASDAQ,Agricultural Inputs,"Yield10 Bioscience, Inc., formerly Metabolix, Inc., is an agricultural bioscience company. The Company is focused on developing disruptive technologies for step-change improvements in crop yield for food and feed crops to enhance global food security. By working on new approaches to improve fundamental elements of plant photosynthetic efficiency and optimizing carbon metabolism to direct more carbon to seed production, the Company is advancing several yield traits it has developed in crops, such as Camelina, canola, soybean and corn. The Company concentrates on technologies that enables it to improve carbon dioxide fixation efficiency in photosynthesis and its direction to and conversion into plant matter. The Company has an additional agricultural science facility with greenhouses in Saskatoon, Saskatchewan, Canada.",Basic Materials,US,11/10/2006,Yield10 Bioscience,Stock,"['Basic Materials', 'Specialty Chemicals', 'Chemicals']",[],5.9,19670896.0,Yield10 Bioscience Inc,$,Yield10 Bioscience,Yield10 Bioscience,False,Yield10 Bioscience,yield10-bioscience,"$90,000,000,019,670,800.00 ",,Yield10 Bioscience,0.0,Y
5571.0,9469.0,YTRA,Yatra Online Inc,INR,NASDAQ,Travel Services,"Yatra Online, Inc. engages in the business of selling travel products and solutions. The company is headquartered in Gurgaon, Haryana and currently employs 2,343 full-time employees. The firm provides travel services to corporate and consumers. Through its Website and mobile applications and other associated platforms, leisure and business travelers can explore, research, compare prices and book a wide range of services catering to their travel needs. The company operates through two segments: Air Ticketing and Hotels and Packages. Its services include domestic and international air ticketing on Indian and international airlines, as well as bus ticketing, rail ticketing, cab bookings and ancillary services within India. The company also provide access through its platform to hotels, homestays and other accommodations. Its applications include Yatra, Yatra Mini, Yatra Web Check-In, Yatra Corporate, Travelguru HomeStay and Yatra Hoteliers DESTranet. Its holiday packages offerings consist of both fixed departure and customized holiday packages.",Consumer Cyclical,IN,12/19/2016,Yatra Online,Stock,"['Consumer Cyclical', 'Leisure', 'Travel & Leisure']",[],1.27,76200128.0,Yatra Online Inc,INR,Yatra,Yatra,False,Yatra,yatra,"$90,000,000,076,200,100.00 ",,Yatra,0.0,Y
5572.0,4699.0,YVR,Liquid Media Group Ltd,CAD,NASDAQ,Entertainment,"Liquid Media Group Ltd. is a media and entertainment company, which engages in content IP spanning creative industries. The company is headquartered in Vancouver, British Columbia and currently employs 95 full-time employees. The firm is vertically integrated global studio producing content for all platforms including film, Television, gaming and Virtual Reality through its network of shared services. The company is a multi-platform, multi-faceted entertainment and an intellectual property aggregator, dedicated to bringing content to the world.",Communication Services,CA,8/13/2018,Liquid Media Group Ltd,Stock,,,2.01,20216780.0,Liquid Media Group Ltd,CAD,Liquid Media,Liquid Media,False,Liquid Media,liquid-media,"$90,000,000,020,216,700.00 ",,Liquid Media,0.0,Y
5738.0,7539.0,YAYO,YayYo Inc,USD,NASDAQ,Software Application,"YayYo, Inc. provides fleet and inventory based ride sharing services. The company is headquartered in Beverly Hills, California and currently employs 21 full-time employees. The firm operates through its subsidiaries, Distinct Cars, LLC and Rideshare Car Rentals LLC, and is a provider of standard rental vehicles to drivers in the ridesharing industry. The company operates in two business segments, Rideshare Platform, and Fleet Management. Through the Rideshare platform, the Company develops a peer-to-peer online booking platform to rent standard passenger vehicles to self-employed ridesharing drivers. The company serves as a central marketplace that connects the Company’s fleet management vehicles, other fleet owners and selected individual car owners with Rideshare drivers seeking rental vehicles. Through the Fleet Management segment, the Company focuses on the maintenance of a fleet of standard passenger vehicles that are commercially available through the Rideshare platform. The Company’s subsidiaries also include Savvy LLC, and Rideyayyo LLC.",Technology,US,11/13/2019,YayYo Inc,Stock,,,0.29,9274606.0,YayYo Inc,$,0,YayYo Inc,False,YayYo Inc,yayyo-inc,"$9,000,000,009,274,600.00 ",,YayYo Inc,0.0,Y
6005.0,7550.0,YGYIP,"Youngevity International, Inc.",USD,NASDAQ,Packaged Foods,,Consumer Defensive,US,,"Youngevity International, Inc.",Stock,,,10.21,0.0,"Youngevity International, Inc.",$,0,"Youngevity International, Inc.",False,Youngevity  .,youngevity-int-inc,"$9,000,000,000.00 ",,Youngevity,3.0,Y
6278.0,7535.0,YRI.TO,Yamana Gold Inc,USD,TSX,Gold,"Yamana Gold, Inc. is a Canadian-based company, which engages in the production of gold, silver and copper. The company is headquartered in Toronto, Ontario and currently employs 5,165 full-time employees. The firm's segments include El Penon mine in Chile; Canadian Malartic mine in Canada; Gualcamayo mine in Argentina; Minera Florida mine in Chile; Jacobina mine in Brazil; Brio Gold Inc. (Brio Gold), and Corporate and other. The firm's development projects include Cerro Moro, Argentina; Agua Rica, Argentina, and Gualcamayo, Argentina. Its exploration projects include El Penon, Chile; Gualcamayo, Argentina; Minera Florida, Chile; Jacobina, Brazil; Cerro Moro, Argentina; Canadian Malartic Corporation, Canada; Monument Bay, Canada; Brio Gold Exploration; Pilar, Brazil; Fazenda Brasileiro, Brazil; RDM, Brazil, and C1 Santa Luz, Brazil.",Basic Materials,CA,6/12/2007,Yamana Gold Inc,Stock,,,7.05,6715978200.0,Yamana Gold Inc,$,0,Yamana Gold Inc,False,Yamana Gold ,yamana-gold-inc,"$16,715,978,200.00 ",,Yamana Gold,1.0,Y
6826.0,7540.0,Y.TO,Yellow Pages Ltd,CAD,TSX,Publishing,"Yellow Pages Ltd. is a digital media and marketing company. The company is headquartered in Montreal, Quebec and currently employs 1,010 full-time employees. The firm provides digital and print media and marketing solutions in Canada. Yellow Pages offers small and medium-sized enterprises across Canada full-serve access to a suite of digital and traditional marketing solutions, primarily online and mobile priority placement on Yellow Pages' owned and operated media, content syndication, search engine solutions, Website fulfillment, social media campaign management and digital display advertising, as well as video production and print advertising. Its marketing solutions also focus on the national advertising needs of brands and publishers. Its digital media properties include Canada411, RedFlagDeals.com, ComFree/DuProprio, YP Dine, Yellow Pages NextHome, Bookenda.com, dine.TO, YP Shopwise and 411.ca.",Communication Services,CA,12/20/2012,Yellow Pages Ltd,Stock,,,12.65,355152544.0,Yellow Pages Ltd (Canada),CAD,0,Yellow Pages Ltd,False,Yellow Pages ,yellow-pages,"$1,355,152,544.00 ",,Yellow Pages,1.0,Y
