,index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
14,291,MA,Mastercard Incorporated,342.14,2.37,7.93,342.0,349.57,367.25,199.99,340242825216.0,336.87576,333.33725,2220632.0,3899427.0,NYSE,345.5,334.21,6.37,53.71115,2021-01-28T08:00:02.000+0000,994454975.0,1613059203
15,456,UNH,UnitedHealth Group Incorporated,334.85,0.43,1.45,332.8017,336.645,367.95,187.72,317712728064.0,344.7685,328.26303,743364.0,3239430.0,NYSE,335.0,333.4,16.028,20.891565,2021-01-20T05:55:00.000+0000,948821048.0,1613059203
16,362,PG,The Procter & Gamble Company,128.68,0.36,0.46,128.62,129.33,146.92,94.34,316871901184.0,133.79758,137.11812,1503300.0,7052645.0,NYSE,128.54,128.22,5.292,24.315948,2021-01-20T07:00:01.000+0000,2462479804.0,1613059203
17,215,HD,"The Home Depot, Inc.",279.6,0.33,0.91,277.25,280.25,292.95,140.63,301017399296.0,273.21786,275.33472,634344.0,4000390.0,NYSE,277.93,278.69,11.561,24.18476,2021-02-23T13:30:00.000+0000,1076600141.0,1613059203
18,55,BAC,Bank of America Corporation,32.96,-0.06,-0.02,32.88,33.31,35.08,17.95,285130686464.0,31.583334,27.291594,9310342.0,51037943.0,NYSE,32.97,32.98,1.87,17.625668,2021-04-15T12:30:00.000+0000,8650809662.0,1613059203
19,327,NFLX,"Netflix, Inc.",558.305,-0.94,-5.285,557.2531,565.93,593.29,290.25,247270490112.0,531.92303,508.44733,750665.0,4779619.0,NASDAQ,564.442,563.59,6.08,91.82648,2021-01-19T16:00:00.000+0000,442894995.0,1613059203
20,98,CMCSA,Comcast Corporation,52.58,-0.32,-0.17,52.57,52.96,53.06,31.71,240851124224.0,50.47788,47.161015,2071225.0,17710398.0,NASDAQ,52.919,52.75,2.28,23.061405,2021-01-28T07:00:00.000+0000,4580660407.0,1613059203
21,239,INTC,Intel Corporation,59.155,0.5,0.295,58.86,59.3,67.86,43.61,240346759168.0,54.551212,50.451015,3808241.0,39855809.0,NASDAQ,59.095,58.86,4.94,11.974696,2021-01-21T21:00:00.000+0000,4062999901.0,1613059203
22,9,ADBE,Adobe Inc.,493.26,0.12,0.59,491.08,496.8799,536.88,255.13,236123570176.0,480.01666,478.19876,428956.0,2592461.0,NASDAQ,494.53,492.67,10.83,45.545708,2021-03-23T10:59:00.000+0000,478700017.0,1613059203
23,329,NKE,"NIKE, Inc.",143.85,0.98,1.39,142.4301,144.29,147.95,60.0,226778087424.0,140.75424,126.68913,855177.0,5560788.0,NYSE,143.0,142.46,1.774,81.08794,2020-12-18T16:15:03.000+0000,1576490006.0,1613059203
24,475,VZ,Verizon Communications Inc.,54.66,-0.55,-0.3,54.65,55.11,61.95,48.84,226183069696.0,56.971516,58.742752,4685215.0,16785477.0,NYSE,55.02,54.96,4.3,12.711627,2021-04-21T12:30:00.000+0000,4137999811.0,1613059203
25,7,ABT,Abbott Laboratories,126.14,0.68,0.85,125.35,126.69,126.69,61.61,223565479936.0,114.43667,108.332825,834144.0,4926746.0,NYSE,125.69,125.29,2.503,50.395523,2021-01-27T07:30:09.000+0000,1772359917.0,1613059203
26,112,CRM,"salesforce.com, inc.",240.99,1.8,4.27,238.58,242.89,284.5,115.29,221164732416.0,225.08455,234.66812,2386213.0,9436045.0,NYSE,238.93,236.72,3.858,62.465008,2021-02-25T21:00:00.000+0000,917734065.0,1613059203
27,267,KO,The Coca-Cola Company,50.16,1.13,0.56,49.88,50.4,60.13,36.27,215559094272.0,50.351818,50.29949,8855544.0,17713980.0,NYSE,49.81,49.6,1.93,25.989637,2021-02-10T06:55:00.000+0000,4297430109.0,1613059203
28,496,XOM,Exxon Mobil Corporation,49.83,-2.52,-1.29,49.82,50.91,61.42,30.11,210930401280.0,46.169697,40.22203,7061402.0,29618719.0,NYSE,50.89,51.12,-5.254,,2021-02-02T07:30:00.000+0000,4233000226.0,1613059203
29,425,T,AT&T Inc.,28.54,-0.04,-0.01,28.46,28.64,38.68,26.08,203376050176.0,28.923939,28.932537,9522696.0,42219687.0,NYSE,28.51,28.55,-0.75,,2021-01-27T06:34:00.000+0000,7126000357.0,1613059203
30,113,CSCO,"Cisco Systems, Inc.",47.675,0.92,0.435,47.1978,47.91,49.34,32.4,201451175936.0,45.469395,42.491592,5763610.0,21107432.0,NASDAQ,47.349,47.24,2.39,19.947697,2021-02-09T16:05:14.000+0000,4225509721.0,1613059203
31,279,LLY,Eli Lilly and Company,202.285,-0.62,-1.255,202.16,204.18,218.0,117.06,193502199808.0,188.75848,158.6121,1180885.0,4396714.0,NYSE,202.87,203.54,6.788,29.800383,2021-04-27T12:30:00.000+0000,956582049.0,1613059203
32,435,TMO,Thermo Fisher Scientific Inc.,488.065,0.66,3.185,484.1,489.86,532.57,250.21,193437253632.0,493.33243,458.95572,257913.0,1761095.0,NYSE,488.17,484.88,15.96,30.580513,2021-02-01T06:00:06.000+0000,396335024.0,1613059203
33,49,AVGO,Broadcom Inc.,471.77,0.37,1.72,470.36,475.06,478.52,155.67,191874990080.0,451.33426,386.55695,294743.0,1633795.0,NASDAQ,473.69,470.05,6.328,74.55278,2021-03-04T21:00:00.000+0000,406712996.0,1613059203
34,360,PFE,Pfizer Inc.,34.4422,-0.86,-0.2978,34.4273,34.81,43.08,26.451612,191443517440.0,36.402122,36.21558,10435664.0,45255453.0,NYSE,34.8,34.74,1.707,20.177036,2021-02-02T06:45:00.000+0000,5558399796.0,1613059203
35,313,MRK,"Merck & Co., Inc.",74.68,-0.28,-0.21,74.55,75.1,87.8,65.25,188942647296.0,80.06515,81.21913,1860027.0,9542219.0,NYSE,74.81,74.89,2.78,26.86331,2021-04-29T12:30:00.000+0000,2530030092.0,1613059203
36,359,PEP,"PepsiCo, Inc.",136.22,-1.07,-1.48,135.79,137.86,148.77,101.42,188250587136.0,141.70636,139.97153,2094310.0,4080812.0,NASDAQ,137.85,137.7,5.05,26.974257,2021-02-11T13:30:00.000+0000,1381959970.0,1613059203
37,349,ORCL,Oracle Corporation,63.01,-0.41,-0.26,63.01,63.9666,66.2,39.71,185503318016.0,62.717274,59.20565,1698393.0,10547874.0,NYSE,63.56,63.27,3.306,19.059286,2020-12-10T16:02:05.000+0000,2944029805.0,1613059203
38,4,ABBV,AbbVie Inc.,104.15,0.1,0.1,103.59,104.68,113.41,62.55,183873699840.0,107.08939,97.13254,1488263.0,7713685.0,NYSE,104.57,104.05,2.72,38.29044,2021-02-03T07:38:05.000+0000,1765469994.0,1613059203
39,121,CVX,Chevron Corporation,91.969,-0.6,-0.551,91.77,92.44,112.33,51.6,177041260544.0,89.4197,83.4258,1761908.0,10381858.0,NYSE,92.37,92.52,-2.964,,2021-01-29T07:30:00.000+0000,1925010172.0,1613059203
40,8,ACN,Accenture plc,259.22,0.89,2.28,257.06,259.92,271.18,137.15,171749310464.0,255.56575,240.23247,290124.0,1902662.0,NYSE,258.0,256.94,8.124,31.907928,2021-03-18T12:30:00.000+0000,662561957.0,1613059203
41,130,DHR,Danaher Corporation,238.4,0.38,0.91,237.41,239.27,248.32,119.6,169502392320.0,233.68211,221.05551,255220.0,2545211.0,NYSE,239.27,237.49,4.89,48.752556,2021-01-28T06:00:00.000+0000,710999968.0,1613059203
42,325,NEE,"NextEra Energy, Inc.",83.99,0.1,0.08,83.93,84.8,87.69,43.7,164542283776.0,80.68788,74.63094,1035536.0,7475580.0,NYSE,84.0,83.91,1.48,56.749996,2021-01-26T13:30:00.000+0000,1959069934.0,1613059203
43,384,QCOM,QUALCOMM Incorporated,144.39,-0.76,-1.11,144.23,146.57,167.94,58.0,164027039744.0,154.97273,133.38573,3625569.0,9023158.0,NASDAQ,145.78,145.5,5.85,24.68205,2021-04-28T20:00:00.000+0000,1135999998.0,1613059203
44,447,TXN,Texas Instruments Incorporated,177.12,1.58,2.76,175.48,178.19,178.19,93.09,162992717824.0,168.95546,152.40326,945861.0,4163306.0,NASDAQ,176.0,174.36,5.968,29.678284,2021-01-26T16:01:03.000+0000,920238922.0,1613059203
45,300,MDT,Medtronic plc,118.16,0.61,0.72,117.21,118.57,119.87,72.13,159045730304.0,116.38394,108.8205,556926.0,4245750.0,NYSE,117.66,117.44,2.74,43.12409,2021-02-23T14:30:00.000+0000,1346020060.0,1613059203
46,295,MCD,McDonald's Corporation,213.1609,-0.58,-1.2391,212.4,214.7348,231.91,124.23,158828527616.0,211.67091,214.04703,583835.0,3241395.0,NYSE,214.54,214.4,6.306,33.802868,2021-01-28T07:00:09.000+0000,745110982.0,1613059203
47,109,COST,Costco Wholesale Corporation,354.92,-0.34,-1.2,353.76,356.5,393.15,271.28,157213589504.0,363.22333,360.25812,462298.0,2414453.0,NASDAQ,355.73,356.12,9.74,36.439426,2021-03-04T16:15:00.000+0000,442955003.0,1613059203
48,436,TMUS,"T-Mobile US, Inc.",123.51,-0.79,-0.98,123.47,125.44,135.54,63.5,153375965184.0,129.9609,120.97348,882324.0,3809266.0,NASDAQ,125.43,124.49,2.647,46.66037,2021-02-04T16:01:00.000+0000,1241810098.0,1613059203
49,222,HON,Honeywell International Inc.,202.83,0.33,0.67,201.42,203.095,216.7,101.08,142322974720.0,205.50304,184.18318,313069.0,2856416.0,NYSE,202.18,202.16,6.72,30.183037,2021-01-29T06:58:04.000+0000,701686016.0,1613059203
50,459,UPS,"United Parcel Service, Inc.",164.21,-0.88,-1.45,163.75,166.275,178.01,82.0,142041661440.0,162.48758,162.89761,529453.0,3761641.0,NYSE,166.0,165.66,1.64,100.12805,2021-04-27T12:30:00.000+0000,865000070.0,1613059203
51,458,UNP,Union Pacific Corporation,205.675,1.07,2.175,204.35,206.23,221.28,105.08,137767075840.0,207.33151,198.18457,496278.0,2602529.0,NYSE,205.11,203.5,7.88,26.10089,2021-01-21T08:00:00.000+0000,669828982.0,1613059203
52,32,AMGN,Amgen Inc.,237.915,0.51,1.215,236.97,239.1319,276.69,177.05,137411616768.0,238.75848,237.79144,471919.0,2533212.0,NASDAQ,238.64,236.7,12.31,19.32697,2021-02-02T16:01:05.000+0000,577566008.0,1613059203
53,482,WFC,Wells Fargo & Company,32.95,-0.75,-0.25,32.9,33.34,48.32,20.76,136545132544.0,31.761515,26.61471,4707341.0,36609650.0,NYSE,33.2,33.2,0.41,80.36586,2021-04-14T12:30:00.000+0000,4144010092.0,1613059203
54,68,BMY,Bristol-Myers Squibb Company,60.065,0.11,0.065,59.695,60.2,67.16,45.76,135731871744.0,62.793938,61.487465,2234896.0,11193116.0,NYSE,60.0,60.0,-3.992,,2021-02-04T06:59:00.000+0000,2259749800.0,1613059203
55,315,MS,Morgan Stanley,73.77,-0.75,-0.56,73.73,74.77,77.76,27.2,133464678400.0,71.93394,58.047825,1527240.0,11048732.0,NYSE,74.33,74.33,6.46,11.419504,2021-01-20T07:30:00.000+0000,1809199924.0,1613059203
56,369,PM,Philip Morris International Inc.,85.64,-0.35,-0.3,85.5999,86.43,89.73,56.01,133380014080.0,82.00636,78.85623,785349.0,5174111.0,NYSE,86.13,85.94,5.16,16.596899,2021-04-20T12:30:00.000+0000,1557449954.0,1613059203
57,277,LIN,Linde plc,253.51,0.31,0.79,252.89,255.22,274.58,146.71,133056495616.0,257.79938,248.00739,256649.0,1714306.0,NYSE,254.15,252.72,4.708,53.84664,2021-02-05T10:59:00.000+0000,524856990.0,1613059203
58,74,C,Citigroup Inc.,63.175,-0.7,-0.445,63.03,63.87,79.28,32.0,131536666624.0,62.467575,52.665363,2688613.0,21216811.0,NYSE,63.6,63.62,4.874,12.961633,2021-04-15T12:30:00.000+0000,2082099986.0,1613059203
59,283,LOW,"Lowe's Companies, Inc.",176.81,-0.24,-0.43,175.7,177.6386,180.67,60.0,129552752640.0,168.29091,162.67348,526335.0,4896204.0,NYSE,176.99,177.24,7.069,25.012024,2020-11-18T06:00:08.000+0000,732722994.0,1613059203
60,402,SBUX,Starbucks Corporation,105.37,-0.47,-0.5,105.09,106.23,107.75,50.02,124052103168.0,103.28424,92.24,698734.0,5938687.0,NASDAQ,106.115,105.87,0.568,185.51056,2021-04-27T10:59:00.000+0000,1177300021.0,1613059203
61,54,BA,The Boeing Company,212.1499,0.11,0.2299,211.01,213.9899,347.89,89.0,123682758656.0,208.2591,186.53471,2030442.0,18214719.0,NYSE,212.235,211.92,-20.88,,2021-01-27T07:30:11.000+0000,582997016.0,1613059203
62,92,CHTR,"Charter Communications, Inc.",605.155,-1.06,-6.475,603.53,614.71,681.71,345.67,117237293056.0,633.417,624.706,191658.0,1134696.0,NASDAQ,614.2,611.63,15.4,39.295784,2021-01-29T07:00:00.000+0000,193731016.0,1613059203
63,334,NOW,"ServiceNow, Inc.",592.6,0.55,3.24,588.885,594.17,598.37,238.93,115616251904.0,544.61847,502.49045,147024.0,1351969.0,NYSE,594.0,589.36,0.59,1004.4068,2021-01-27T16:10:00.000+0000,195099986.0,1613059203
64,30,AMD,"Advanced Micro Devices, Inc.",92.35,0.0,0.0,91.97,93.64,99.23,36.75,111865405440.0,91.10152,85.32681,12819753.0,43091688.0,NASDAQ,92.9,92.35,2.064,44.743217,2021-01-26T16:10:01.000+0000,1211320037.0,1613059203
65,240,INTU,Intuit Inc.,407.66,2.61,10.37,396.59,408.24,408.24,187.68,111717597184.0,376.6709,344.81564,367079.0,1312329.0,NASDAQ,400.0,397.29,7.446,54.74886,2021-02-23T21:00:00.000+0000,274046012.0,1613059203
66,400,RTX,Raytheon Technologies Corporation,72.39,-0.11,-0.08,72.27,73.1859,2200.3,43.436123,109995163648.0,69.78848,64.74152,775567.0,7508461.0,NYSE,72.47,72.47,,,2021-01-26T06:55:07.000+0000,1519480089.0,1613059203
67,66,BLK,"BlackRock, Inc.",719.98,-0.44,-3.19,719.4794,729.71,788.0,323.98,109820698624.0,728.50305,646.0045,166096.0,650137.0,NYSE,729.62,723.17,31.85,22.605337,2021-01-14T06:16:30.000+0000,152532985.0,1613059203
68,231,IBM,International Business Machines Corporation,120.9,-1.1,-1.34,120.85,122.47,154.83,90.56,107728797696.0,124.495155,122.5034,1195287.0,6234053.0,NYSE,122.0,122.24,6.229,19.409214,2021-01-21T16:16:00.000+0000,891057053.0,1613059203
69,78,CAT,Caterpillar Inc.,195.515,-1.12,-2.205,195.46,198.24,200.17,87.5,106215088128.0,189.12636,164.88768,550143.0,2871190.0,NYSE,197.59,197.72,5.46,35.80861,2021-01-29T06:30:00.000+0000,543258001.0,1613059203
70,403,SCHW,The Charles Schwab Corporation,55.68,0.29,0.16,55.55,56.14,62.04,28.0,104627175424.0,55.82697,43.95891,901231.0,8949108.0,NYSE,55.65,55.52,2.12,26.264153,2021-01-19T08:45:38.000+0000,1879080018.0,1613059203
71,208,GS,"The Goldman Sachs Group, Inc.",303.1525,-0.37,-1.1275,302.55,305.01,309.41,130.85,104305074176.0,283.4721,228.7142,628008.0,3048612.0,NYSE,303.98,304.28,24.74,12.253537,2021-01-19T13:30:00.000+0000,344067999.0,1613059203
72,154,EL,The Estee Lauder Companies Inc.,286.495,0.74,2.095,282.57,286.9,288.49,137.01,103928643584.0,256.53333,233.13435,244288.0,1354912.0,NYSE,283.92,284.4,2.527,113.373566,2021-05-03T12:30:00.000+0000,362759014.0,1613059203
73,52,AXP,American Express Company,128.93,0.55,0.7,127.06,129.105,138.04,67.0,103814684672.0,121.62091,109.24428,602249.0,3972690.0,NYSE,127.45,128.23,3.77,34.198936,2021-01-26T07:00:00.000+0000,805201929.0,1613059203
74,308,MMM,3M Company,177.72,-1.05,-1.88,177.45,179.875,187.27,114.04,102917660672.0,173.48817,167.91124,514169.0,2772456.0,NYSE,179.35,179.6,9.25,19.212973,2021-01-26T06:30:08.000+0000,579100049.0,1613059203
75,34,AMT,American Tower Corporation (REIT),230.09,-0.68,-1.57,229.17,231.6,272.2,174.32,102208962560.0,224.06393,237.23558,269360.0,2296062.0,NYSE,230.79,231.66,4.23,54.3948,2021-02-25T07:00:00.000+0000,444212971.0,1613059203
76,28,AMAT,"Applied Materials, Inc.",110.84,4.68,4.96,107.29,111.55,111.55,36.64,101713543168.0,98.23182,75.0158,3483169.0,7013440.0,NASDAQ,107.434,105.88,3.92,28.275509,2021-02-18T21:00:00.000+0000,917660981.0,1613059203
77,196,GE,General Electric Company,11.325,-0.66,-0.075,11.24,11.4399,13.16,5.48,99205529600.0,11.158484,8.547898,14832130.0,85667283.0,NYSE,11.39,11.4,0.576,19.661459,2021-01-26T13:30:00.000+0000,8759870163.0,1613059203
78,125,DE,Deere & Company,310.915,-0.87,-2.725,310.55,316.05,318.27,106.14,97758208000.0,292.46362,242.48906,246779.0,1589411.0,NYSE,314.69,313.64,8.69,35.778484,2021-02-19T13:30:00.000+0000,314421009.0,1613059203
79,433,TGT,Target Corporation,191.837,-0.31,-0.603,191.47,193.125,199.96,90.17,96066789376.0,186.68152,163.1987,459004.0,3987700.0,NYSE,192.04,192.44,7.539,25.445948,2021-03-02T13:30:00.000+0000,500772997.0,1613059203
80,120,CVS,CVS Health Corporation,73.38,-0.61,-0.45,73.2,74.08,77.23,52.04,96047808512.0,72.52757,65.540794,880022.0,7585333.0,NYSE,74.0,73.83,6.05,12.128924,2021-02-16T13:30:00.000+0000,1308909901.0,1613059203
81,321,MU,"Micron Technology, Inc.",85.77,4.15,3.42,84.0,86.4,87.25,31.13,95948316672.0,78.65243,59.910942,7915021.0,17742491.0,NASDAQ,84.4,82.35,2.651,32.35383,2021-03-31T20:00:00.000+0000,1118669892.0,1613059203
82,280,LMT,Lockheed Martin Corporation,341.46,-0.21,-0.73,340.5,344.53,439.29,266.11,95643967488.0,341.38092,368.85043,310906.0,1697003.0,NYSE,340.78,342.19,24.304,14.049539,2021-01-26T07:30:06.000+0000,280102992.0,1613059203
83,247,ISRG,"Intuitive Surgical, Inc.",797.765,1.23,9.675,788.22,799.44,826.81,360.5,93911302144.0,784.9203,734.6656,91048.0,561446.0,NASDAQ,794.0,788.09,8.82,90.449554,2021-04-20T20:00:00.000+0000,117718002.0,1613059203
84,423,SYK,Stryker Corporation,243.76,0.3,0.73,242.95,245.99,247.44,124.54,91602812928.0,238.9697,218.93007,112857.0,1108766.0,NYSE,244.18,243.03,4.2,58.038097,2021-01-27T16:05:00.000+0000,375790995.0,1613059203
85,64,BKNG,Booking Holdings Inc.,2172.54,1.44,30.78,2132.85,2174.14,2290.04,1107.29,88976162816.0,2118.9358,1912.7035,82050.0,365832.0,NASDAQ,2145.34,2141.76,33.687,64.49194,2020-11-05T21:00:00.000+0000,40954902.0,1613059203
86,434,TJX,"The TJX Companies, Inc.",69.89,1.88,1.29,68.33,70.1,70.96,32.72,83912032256.0,67.48909,59.99565,1281181.0,7093135.0,NYSE,68.63,68.6,0.622,112.36335,2021-02-24T13:30:00.000+0000,1200630022.0,1613059203
87,197,GILD,"Gilead Sciences, Inc.",66.505,-1.17,-0.785,66.06,67.2,85.97,56.56,83366010880.0,63.447273,63.430725,1546487.0,9173512.0,NASDAQ,67.2,67.29,0.098,678.62244,2021-02-04T16:01:00.000+0000,1253529973.0,1613059203
88,181,FIS,"Fidelity National Information Services, Inc.",133.59,0.17,0.23,133.07,134.95,158.21,91.68,82893791232.0,133.13696,141.82645,1016190.0,3955856.0,NYSE,133.77,133.36,0.25,534.36,2021-02-09T07:00:01.000+0000,620508955.0,1613059203
89,414,SPGI,S&P Global Inc.,334.97,0.59,1.97,333.0,335.89,379.87,186.06,80627277824.0,320.95334,339.8965,314548.0,1745414.0,NYSE,334.35,333.0,9.66,34.675983,2021-02-09T07:10:50.000+0000,240699996.0,1613059203
90,284,LRCX,Lam Research Corporation,563.48,5.82,30.98,539.46,565.59,585.42,181.38,80525795328.0,517.2642,415.80667,745989.0,1419714.0,NASDAQ,540.0,532.5,20.136,27.98371,2021-01-27T16:05:00.000+0000,142907992.0,1613059203
91,310,MO,"Altria Group, Inc.",43.301,-0.57,-0.249,43.3,43.85,46.22,30.95,80471441408.0,41.717274,41.103767,2373243.0,9031861.0,NYSE,43.53,43.55,2.4,18.042082,2021-04-29T12:30:00.000+0000,1858419930.0,1613059203
92,47,ATVI,"Activision Blizzard, Inc.",103.145,0.37,0.385,102.6,103.73,104.23,50.51,79716335616.0,92.7494,83.70819,894522.0,6526930.0,NASDAQ,103.5,102.76,2.82,36.57624,2021-02-04T16:05:01.000+0000,772857003.0,1613059203
93,368,PLD,"Prologis, Inc.",107.49,-0.03,-0.03,107.4,108.54,112.37,59.82,79459074048.0,100.49879,101.33094,264893.0,2756758.0,NYSE,107.62,107.52,2.008,53.53088,2021-01-26T08:00:31.000+0000,739222942.0,1613059203
94,299,MDLZ,"Mondelez International, Inc.",55.35,0.18,0.1,55.05,55.61,60.0,41.19,78160281600.0,56.973938,56.94123,1914711.0,6469230.0,NASDAQ,55.11,55.25,2.47,22.408907,2021-01-28T16:05:00.000+0000,1412109875.0,1613059203
95,504,ZTS,Zoetis Inc.,162.51,1.18,1.89,160.4,162.635,176.64,90.14,77235798016.0,161.5209,160.85233,343418.0,1687293.0,NYSE,161.15,160.62,3.47,46.83285,2021-02-16T13:30:00.000+0000,475267971.0,1613059203
96,201,GM,General Motors Company,53.27,-2.93,-1.61,52.935,53.8,57.05,14.33,76245884928.0,49.025455,37.806015,9410385.0,21890772.0,NYSE,53.61,54.88,4.33,12.302541,2021-05-05T12:30:00.000+0000,1431310023.0,1613059203
97,79,CB,Chubb Limited,165.37,0.66,1.09,163.655,166.33,166.33,87.35,74642399232.0,154.33788,137.43898,230190.0,1686670.0,NYSE,163.67,164.28,7.79,21.228498,2021-02-02T16:05:06.000+0000,451366023.0,1613059203
98,38,ANTM,"Anthem, Inc.",299.915,0.59,1.745,298.3,301.66,340.98,171.03,74590060544.0,312.87878,295.7431,136653.0,1268811.0,NYSE,299.08,298.17,17.979,16.681406,2021-04-21T06:00:00.000+0000,248704001.0,1613059203
99,93,CI,Cigna Corporation,209.85,-0.63,-1.32,209.85,212.94,230.9,118.5,73567330304.0,213.90607,192.65384,273315.0,1837364.0,NYSE,212.4,211.17,22.959,9.140207,2021-05-07T12:30:00.000+0000,350571028.0,1613059203
100,58,BDX,"Becton, Dickinson and Company",251.85,-0.42,-1.05,250.73,254.24,284.97,197.75,73177538560.0,255.71152,245.90652,230357.0,1431870.0,NYSE,254.26,252.9,5.256,47.916668,2021-02-04T06:00:04.000+0000,290560010.0,1613059203
101,182,FISV,"Fiserv, Inc.",108.185,-1.13,-1.235,108.185,110.69,123.78,73.5,72334655488.0,110.34757,105.46899,1300789.0,4311017.0,NASDAQ,110.69,109.42,1.4,77.275,2021-02-09T16:01:00.000+0000,668620007.0,1613059203
102,431,TFC,Truist Financial Corporation,53.39,0.24,0.13,53.19,53.725,55.44,24.01,72020975616.0,50.30576,43.978622,552927.0,5485890.0,NYSE,53.29,53.26,,,2021-04-15T12:30:00.000+0000,1348960023.0,1613059203
103,12,ADP,"Automatic Data Processing, Inc.",167.47,0.32,0.53,167.32,168.43,182.32,103.11,71667113984.0,167.83273,155.49689,242248.0,1692887.0,NASDAQ,168.39,166.94,5.77,29.024263,2021-01-27T07:00:09.000+0000,427940013.0,1613059203
104,461,USB,U.S. Bancorp,47.4183,0.14,0.0683,47.0606,47.61,55.37,28.36,71464599552.0,46.604546,41.251595,939901.0,7162187.0,NYSE,47.26,47.35,3.06,15.496177,2021-04-15T12:30:00.000+0000,1507110115.0,1613059203
105,82,CCI,Crown Castle International Corp. (REIT),162.99,-0.06,-0.09,161.36,163.69,180.0,114.18,70297264128.0,158.04819,161.90594,555368.0,2270283.0,NYSE,161.9,163.08,2.35,69.35745,2021-01-27T16:15:00.000+0000,431298019.0,1613059203
