,index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
34,359,PEP,"PepsiCo, Inc.",137.59,0.75,1.02,135.9001,137.68,148.77,101.42,190143856640.0,143.14188,139.77795,1387328,4066011,NASDAQ,136.98,136.57,5.05,27.245543,2021-02-11T13:30:00.000+0000,1381959856,1612198422
35,496,XOM,Exxon Mobil Corporation,44.63,-0.47,-0.21,44.29,45.57,63.01,30.11,188705898496.0,44.745625,39.89949,9486281,31191822,NYSE,45.58,44.84,0.778,57.36504,2021-02-02T07:30:00.000+0000,4228229857,1612198422
36,49,AVGO,Broadcom Inc.,463.31,2.84,12.81,453.65,464.0301,470.0,155.67,188434202624.0,440.89374,377.85992,523896,1678578,NASDAQ,455.85,450.5,6.328,73.215866,2020-12-10T16:15:05.000+0000,406713006,1612198422
37,349,ORCL,Oracle Corporation,61.86,2.37,1.43,60.74,61.86,66.2,39.71,182117695488.0,62.822502,58.808613,3428947,10676183,NYSE,60.92,60.43,3.306,18.711433,2020-12-10T16:02:05.000+0000,2944029995,1612198422
38,384,QCOM,QUALCOMM Incorporated,159.909,2.32,3.629,156.49,159.97,167.94,58.0,181616640000.0,153.9725,130.11562,2851935,8292529,NASDAQ,157.37,156.28,4.52,35.378098,2021-02-03T21:00:00.000+0000,1135749958,1612198422
39,4,ABBV,AbbVie Inc.,102.2501,-0.22,-0.2299,101.86,103.8927,113.41,62.55,180454031360.0,106.724686,96.70474,2761583,8084208,NYSE,103.0,102.48,4.572,22.364414,2021-02-03T13:30:00.000+0000,1764829877,1612198422
40,130,DHR,Danaher Corporation,241.81,1.67,3.97,239.41,242.23,248.32,119.6,171926913024.0,230.345,218.66832,1173942,2656004,NYSE,239.5,237.84,4.89,49.449898,2021-01-28T06:00:00.000+0000,711000013,1612198422
41,121,CVX,Chevron Corporation,85.8698,0.79,0.6698,84.57,86.0,112.6,51.6,165300224000.0,89.02344,83.368614,2935336,10884737,NYSE,85.99,85.2,-2.964,,2021-01-29T07:30:00.000+0000,1925010004,1612198422
42,8,ACN,Accenture plc,248.04,2.53,6.12,244.03,248.48,271.18,137.15,164341874688.0,256.26126,238.57014,576608,1948260,NYSE,246.1,241.92,8.124,30.53176,2021-03-18T12:30:00.000+0000,662561985,1612198422
43,325,NEE,"NextEra Energy, Inc.",82.57,2.1,1.7,80.85,83.13,87.69,43.7,161760411648.0,78.71438,73.85157,2101518,7861921,NYSE,82.27,80.87,1.48,55.79054,2021-01-26T13:30:00.000+0000,1959070021,1612198422
44,436,TMUS,"T-Mobile US, Inc.",127.94,1.48,1.86,125.21,128.56,135.54,63.5,158797856768.0,130.6775,119.77861,1363485,3832827,NASDAQ,126.29,126.08,2.902,44.086838,2021-02-04T21:00:00.000+0000,1241190064,1612198422
45,447,TXN,Texas Instruments Incorporated,169.66,2.4,3.97,167.02,169.78,175.47,93.09,155977596928.0,166.59282,150.21964,1324241,4203224,NASDAQ,167.36,165.69,5.968,28.428286,2021-01-26T16:01:03.000+0000,919353984,1612198422
46,295,MCD,McDonald's Corporation,209.11,0.61,1.27,206.6,209.69,231.91,124.23,155810152448.0,212.08344,213.2,932699,3390154,NYSE,208.48,207.84,6.306,33.16048,2021-01-28T07:00:09.000+0000,745110958,1612198422
47,109,COST,Costco Wholesale Corporation,351.51,-0.26,-0.92,349.24,352.79,393.15,271.28,155703115776.0,366.20377,358.78308,891589,2436050,NASDAQ,351.21,352.43,9.74,36.089325,2021-03-04T16:15:00.000+0000,442955011,1612198422
48,300,MDT,Medtronic plc,111.4,0.06,0.07,110.45,113.18,121.41,72.13,149946630144.0,116.15875,107.79533,1851242,4375418,NYSE,112.66,111.33,2.74,40.656933,2021-02-23T14:30:00.000+0000,1346020019,1612198422
49,32,AMGN,Amgen Inc.,242.64,0.5,1.21,239.58,245.48,276.69,177.05,141257490432.0,236.60219,238.69139,769408,2536280,NASDAQ,244.3,241.43,12.399,19.56932,2021-02-02T21:00:00.000+0000,582169018,1612198422
50,68,BMY,Bristol-Myers Squibb Company,62.26,1.35,0.83,61.66,62.39,67.8,45.76,140692029440.0,63.016563,61.402626,4388483,11090295,NYSE,61.91,61.43,-0.022,,2021-02-04T13:30:00.000+0000,2259749911,1612198422
51,222,HON,Honeywell International Inc.,196.445,0.55,1.075,195.92,197.765,216.7,101.08,137842720768.0,207.87938,181.64168,678404,3166319,NYSE,197.55,195.37,6.72,29.23289,2021-01-29T06:58:04.000+0000,701686074,1612198422
52,458,UNP,Union Pacific Corporation,200.7084,1.64,3.2384,198.47,200.7084,221.28,105.08,135251173376.0,206.84656,196.81993,683619,2796924,NYSE,198.82,197.47,7.88,25.47061,2021-01-21T08:00:00.000+0000,673869023,1612198422
53,459,UPS,"United Parcel Service, Inc.",156.085,0.7,1.085,154.91,156.94,178.01,82.0,134919569408.0,164.49687,160.67029,1872511,3767665,NYSE,156.2,155.0,5.272,29.606413,2021-02-02T13:30:00.000+0000,864398049,1612198422
54,277,LIN,Linde plc,249.6,1.71,4.2,246.01,249.64,274.58,146.71,131004309504.0,257.92688,247.45387,607925,1744106,NYSE,248.25,245.4,4.19,59.570408,2021-02-05T06:00:00.000+0000,524857009,1612198422
55,482,WFC,Wells Fargo & Company,29.82,-0.2,-0.06,29.68,30.21,48.5,20.76,123574378496.0,31.113125,26.243504,8379043,39411495,NYSE,30.14,29.88,0.41,72.731705,2021-04-14T12:30:00.000+0000,4144010010,1612198422
56,369,PM,Philip Morris International Inc.,78.79,-1.08,-0.86,78.47,79.73,90.17,56.01,122701242368.0,82.33188,78.44138,2504054,5272857,NYSE,79.0,79.65,4.935,15.965552,2021-02-04T13:30:00.000+0000,1557319995,1612198422
57,315,MS,Morgan Stanley,67.73,1.01,0.68,67.28,68.12,77.76,27.2,122518159360.0,70.302185,56.89124,3832044,11672462,NYSE,67.88,67.05,6.46,10.484521,2021-01-20T07:30:00.000+0000,1808920115,1612198422
58,74,C,Citigroup Inc.,57.76,-0.4,-0.23,57.595,58.66,80.77,32.0,120262090752.0,62.021873,52.060513,5895411,23030086,NYSE,58.66,57.99,4.874,11.850636,2021-04-15T12:30:00.000+0000,2082099909,1612198422
59,283,LOW,"Lowe's Companies, Inc.",163.89,-1.77,-2.96,162.45,168.015,180.67,60.0,120085970944.0,166.05438,161.20503,1428372,5141073,NYSE,167.12,166.85,7.069,23.184326,2020-11-18T06:00:08.000+0000,732722991,1612198422
60,402,SBUX,Starbucks Corporation,99.315,2.59,2.505,96.92,99.39,107.75,50.02,116923547648.0,103.16469,90.706055,3162420,6356319,NASDAQ,96.99,96.81,0.568,174.85036,2021-04-27T10:59:00.000+0000,1177299981,1612198422
61,92,CHTR,"Charter Communications, Inc.",601.08,-1.07,-6.48,593.095,614.13,681.71,345.67,116447838208.0,641.6819,622.1933,610153,1159719,NASDAQ,611.01,607.56,15.4,39.03117,2021-01-29T07:00:00.000+0000,193731015,1612198422
62,54,BA,The Boeing Company,195.52,0.68,1.33,192.8601,196.23,349.95,89.0,113855209472.0,211.68407,184.79906,4402855,19569575,NYSE,196.0,194.19,-20.88,,2021-01-27T07:30:11.000+0000,582320016,1612198422
63,334,NOW,"ServiceNow, Inc.",559.46,3.0,16.3,547.005,559.4775,566.74,238.93,109150650368.0,536.02594,494.21182,560213,1400103,NYSE,546.01,543.16,0.59,948.23737,2021-01-27T16:10:00.000+0000,195100008,1612198422
64,66,BLK,"BlackRock, Inc.",709.65,1.2,8.39,701.27,710.4496,788.0,323.98,108245041152.0,722.3212,637.88513,187529,658572,NYSE,708.0,701.26,31.85,22.281006,2021-01-14T06:16:30.000+0000,152532997,1612198422
65,231,IBM,International Business Machines Corporation,119.4999,0.33,0.3899,118.73,119.95,158.75,90.56,106481229824.0,125.37157,122.76606,2833873,6272696,NYSE,119.9,119.11,6.229,19.184444,2021-01-21T16:16:00.000+0000,891057062,1612198422
66,30,AMD,"Advanced Micro Devices, Inc.",86.0899,0.53,0.4499,84.66,87.0,99.23,36.75,104346984448.0,92.480316,83.76205,21612584,45148286,NASDAQ,86.83,85.64,2.064,41.710224,2021-01-26T16:10:01.000+0000,1212069993,1612198422
67,34,AMT,American Tower Corporation (REIT),234.419,3.1,7.059,225.95,234.9656,272.2,174.32,104131969024.0,220.83969,238.56044,603343,2310954,NYSE,229.17,227.36,4.23,55.418205,2020-10-29T07:00:00.000+0000,444213008,1612198422
68,240,INTU,Intuit Inc.,377.5,4.5,16.27,364.59,377.525,398.12,187.68,103452368896.0,373.2231,339.6662,462066,1336857,NASDAQ,365.49,361.23,7.446,50.69836,2021-02-23T21:00:00.000+0000,274046010,1612198422
69,400,RTX,Raytheon Technologies Corporation,66.49,-0.36,-0.24,66.13,67.6,2200.3,43.436123,100979687424.0,69.51469,64.24445,1920725,7952537,NYSE,67.6,66.73,,,2021-01-26T06:55:07.000+0000,1518719919,1612198422
70,308,MMM,3M Company,174.75,-0.52,-0.91,174.36,177.11,187.27,114.04,100961812480.0,172.74063,166.86131,943686,2830427,NYSE,175.97,175.66,9.25,18.891891,2021-01-26T06:30:08.000+0000,577750000,1612198422
71,78,CAT,Caterpillar Inc.,184.26,0.78,1.42,182.05,186.8,200.17,87.5,100100710400.0,185.98625,161.79453,942567,3113668,NYSE,185.96,182.84,5.46,33.74725,2021-01-29T06:30:00.000+0000,543257953,1612198422
72,403,SCHW,The Charles Schwab Corporation,52.925,2.69,1.385,51.98,53.14,62.04,28.0,99450306560.0,55.05875,42.83686,2889314,9440483,NYSE,52.13,51.54,2.12,24.964624,2021-01-19T08:45:38.000+0000,1879079954,1612198422
73,52,AXP,American Express Company,117.4046,0.98,1.1446,117.08,119.29,138.04,67.0,94534418432.0,120.129684,107.69219,1032985,4333262,NYSE,117.7,116.26,3.77,31.141804,2021-01-26T07:00:00.000+0000,805201997,1612198422
74,208,GS,"The Goldman Sachs Group, Inc.",274.5,1.23,3.33,272.0,275.25,309.41,130.85,94446665728.0,272.80655,223.94504,929615,3149265,NYSE,272.66,271.17,24.74,11.095392,2021-01-19T13:30:00.000+0000,344067999,1612198422
75,120,CVS,CVS Health Corporation,71.875,0.31,0.225,71.34,72.445,77.23,52.04,94077902848.0,71.73125,65.05336,1961541,8414845,NYSE,72.08,71.65,6.05,11.880165,2021-02-16T13:30:00.000+0000,1308909953,1612198422
76,196,GE,General Electric Company,10.725,0.42,0.045,10.64,11.0,13.26,5.48,93949616128.0,11.049687,8.306715,29729281,93575957,NYSE,10.86,10.68,0.576,18.619793,2021-01-26T13:30:00.000+0000,8759870968,1612198422
77,125,DE,Deere & Company,292.62,1.32,3.82,289.71,293.92,306.96,106.14,92005867520.0,282.4675,235.25577,420356,1661603,NYSE,292.12,288.8,8.69,33.673187,2021-02-19T13:30:00.000+0000,314420981,1612198422
78,433,TGT,Target Corporation,183.1525,1.09,1.9825,179.701,183.17,199.96,90.17,91717820416.0,182.74844,159.57562,796173,4098318,NYSE,182.18,181.17,7.539,24.294004,2021-03-02T13:30:00.000+0000,500772965,1612198422
79,28,AMAT,"Applied Materials, Inc.",99.905,3.34,3.225,97.72,100.08,110.88,36.64,91678916608.0,94.585625,72.75008,2552639,7418177,NASDAQ,99.246,96.68,3.92,25.485968,2020-11-12T16:01:01.000+0000,917660944,1612198422
80,280,LMT,Lockheed Martin Corporation,324.3299,0.78,2.5099,319.81,324.8,442.53,266.11,90845782016.0,345.48468,371.23022,686509,1678329,NYSE,324.88,321.82,24.304,13.344712,2021-01-26T07:30:06.000+0000,280103012,1612198422
81,321,MU,"Micron Technology, Inc.",79.015,0.95,0.745,78.48,81.09,87.25,31.13,88391704576.0,76.42656,58.18343,7149361,18115449,NASDAQ,79.59,78.27,2.651,29.805733,2021-03-31T20:00:00.000+0000,1118669931,1612198422
82,247,ISRG,"Intuitive Surgical, Inc.",751.6884,0.54,4.0484,740.0,760.445,826.81,360.5,88364728320.0,789.65686,729.2093,213143,578824,NASDAQ,752.0,747.64,8.82,85.22545,2021-01-21T16:05:01.000+0000,117554998,1612198422
83,154,EL,The Estee Lauder Companies Inc.,241.68,2.13,5.03,237.87,242.12,267.2,137.01,87392935936.0,254.74281,229.4484,418930,1316273,NYSE,238.83,236.65,1.665,145.15315,2021-02-05T13:30:00.000+0000,361605991,1612198422
84,423,SYK,Stryker Corporation,224.485,1.57,3.475,222.69,226.11,247.44,124.54,84359446528.0,238.60251,216.53233,493393,1128408,NYSE,223.52,221.01,4.2,53.44881,2021-01-27T16:05:00.000+0000,375791017,1612198422
85,197,GILD,"Gilead Sciences, Inc.",65.605,0.01,0.005,65.51,66.27,85.97,56.56,82237841408.0,61.689377,63.9146,2440561,9292090,NASDAQ,66.03,65.6,1.007,65.148964,2021-02-04T21:00:00.000+0000,1253530088,1612198422
86,64,BKNG,Booking Holdings Inc.,2004.28,3.08,59.95,1965.0,2004.85,2290.04,1107.29,82085085184.0,2122.8906,1893.3246,229268,399483,NASDAQ,1996.19,1944.33,33.687,59.497135,2020-11-05T21:00:00.000+0000,40954899,1612198422
87,181,FIS,"Fidelity National Information Services, Inc.",128.975,4.47,5.515,126.0,129.52,158.21,91.68,80030154752.0,135.45468,142.42328,2383298,3877039,NYSE,126.64,123.46,-0.168,,2021-02-09T13:30:00.000+0000,620509050,1612198422
88,299,MDLZ,"Mondelez International, Inc.",55.705,0.48,0.265,55.08,55.87,60.0,41.19,79667068928.0,57.421875,56.86927,3103240,6309890,NASDAQ,55.61,55.44,2.47,22.552631,2021-01-28T16:05:00.000+0000,1430160110,1612198422
89,93,CI,Cigna Corporation,215.815,-0.57,-1.235,213.45,218.905,230.9,118.5,77966843904.0,211.5925,190.84825,507562,2007434,NYSE,218.11,217.05,14.246,15.149164,2021-02-04T13:30:00.000+0000,361267029,1612198422
90,414,SPGI,S&P Global Inc.,321.43,1.4,4.43,317.18,322.4,379.87,186.06,77357596672.0,319.45093,341.2995,567035,1673573,NYSE,319.75,317.0,9.977,32.2171,2021-02-09T13:30:00.000+0000,240667009,1612198422
91,434,TJX,"The TJX Companies, Inc.",64.3,0.41,0.26,63.4,64.5,70.96,32.72,77200515072.0,67.317184,59.191532,1527047,7413711,NYSE,64.44,64.04,0.622,103.37621,2021-02-24T13:30:00.000+0000,1200630094,1612198422
92,368,PLD,"Prologis, Inc.",104.42,1.18,1.22,102.25,104.7,112.37,59.82,77189660672.0,98.51,100.78102,666635,2862611,NYSE,104.01,103.2,2.008,52.001995,2021-01-26T08:00:31.000+0000,739222952,1612198422
93,58,BDX,"Becton, Dickinson and Company",262.47,0.26,0.68,260.9,265.025,286.72,197.75,76339920896.0,253.38905,246.49876,440430,1444747,NYSE,262.45,261.79,2.71,96.852394,2021-02-04T13:30:00.000+0000,290851986,1612198422
94,310,MO,"Altria Group, Inc.",40.5863,-1.2,-0.4937,40.46,41.36,47.7,30.95,75426390016.0,41.809376,41.043648,4601713,9461845,NYSE,41.08,41.08,2.4,16.910957,2021-01-28T07:00:01.000+0000,1858419960,1612198422
95,504,ZTS,Zoetis Inc.,156.635,1.55,2.385,154.285,156.97,176.64,90.14,74443603968.0,162.38094,160.17897,650154,1756837,NYSE,156.2,154.25,3.47,45.139767,2021-02-16T13:30:00.000+0000,475268005,1612198422
96,38,ANTM,"Anthem, Inc.",295.1,-0.63,-1.88,292.8,302.44,340.98,171.03,73392553984.0,316.60217,294.2813,502611,1343663,NYSE,298.97,296.98,17.979,16.413593,2021-04-21T06:00:00.000+0000,248704012,1612198422
97,201,GM,General Motors Company,51.11,0.85,0.43,50.44,51.95,56.97,14.33,73154248704.0,46.02656,36.25664,11366237,21040716,NYSE,51.46,50.68,2.23,22.919283,2021-02-10T13:30:00.000+0000,1431309894,1612198422
98,12,ADP,"Automatic Data Processing, Inc.",167.75,1.59,2.63,165.17,168.425,182.32,103.11,71813775360.0,169.74187,154.34555,494309,1761872,NASDAQ,165.28,165.12,5.77,29.07279,2021-01-27T07:00:09.000+0000,428100002,1612198422
99,82,CCI,Crown Castle International Corp. (REIT),164.0905,3.03,4.8305,158.04,164.54,180.0,114.18,70771900416.0,155.94438,162.14627,660586,2207475,NYSE,160.0,159.26,2.35,69.825745,2021-01-27T16:15:00.000+0000,431297975,1612198422
100,182,FISV,"Fiserv, Inc.",105.82,3.05,3.13,103.0901,106.29,125.05,73.5,70753370112.0,110.906876,104.950294,1866216,4331042,NASDAQ,103.862,102.69,1.316,80.41033,2021-02-09T21:00:00.000+0000,668620016,1612198422
101,284,LRCX,Lam Research Corporation,493.9386,2.06,9.9886,486.9225,495.66,585.42,181.38,70734471168.0,510.41,406.5784,592029,1453181,NASDAQ,491.05,483.95,20.136,24.530125,2021-01-27T16:05:00.000+0000,143204988,1612198422
102,47,ATVI,"Activision Blizzard, Inc.",91.33,0.36,0.33,90.86,92.13,95.87,50.51,70585032704.0,90.61656,82.724236,1695865,6653580,NASDAQ,91.48,91.0,2.849,32.05686,2021-02-04T21:00:00.000+0000,772857032,1612198422
103,143,DUK,Duke Energy Corporation,93.9,-0.11,-0.1,92.89,94.49,103.79,62.13,69106548736.0,90.74281,88.41912,857237,2965216,NYSE,94.05,94.0,2.729,34.408207,2021-02-11T07:00:00.000+0000,735958985,1612198422
104,95,CL,Colgate-Palmolive Company,79.09,1.4,1.09,78.36,79.7,86.41,58.49,67793494016.0,82.57656,80.078026,2561921,4051195,NYSE,78.64,78.0,3.14,25.187897,2021-04-30T12:30:00.000+0000,857168972,1612198422
105,159,EQIX,"Equinix, Inc. (REIT)",757.88,2.42,17.92,731.5,758.66,839.77,477.87,67528392704.0,705.7125,746.7014,106700,511047,NASDAQ,737.96,739.96,5.077,149.27713,2021-02-10T21:00:00.000+0000,89101695,1612198422
106,99,CME,CME Group Inc.,186.04,2.37,4.3,182.9063,186.3607,225.36,131.8,66786684928.0,185.89032,172.25525,516033,1709240,NASDAQ,184.64,181.74,6.0,31.006666,2021-02-10T13:30:00.000+0000,358990996,1612198422
107,79,CB,Chubb Limited,147.835,1.49,2.165,146.21,148.2,167.74,87.35,66727698432.0,152.68687,136.0595,682540,1742563,NYSE,147.01,145.67,5.048,29.285858,2021-02-02T21:00:00.000+0000,451366039,1612198422
108,114,CSX,CSX Corporation,87.17,1.65,1.415,86.21,87.45,97.54,46.81,66665435136.0,90.57094,82.42212,1153690,4119080,NASDAQ,86.175,85.755,3.6,24.213888,2021-01-21T16:01:00.000+0000,764774981,1612198422
109,236,ILMN,"Illumina, Inc.",448.0,5.06,21.56,431.41,449.4775,453.68,196.78,65408000000.0,380.6978,345.8133,455530,1147381,NASDAQ,427.14,426.44,4.314,103.84793,2021-02-11T21:00:00.000+0000,146000000,1612198422
110,431,TFC,Truist Financial Corporation,47.925,-0.11,-0.055,47.73,48.51,55.47,24.01,64648908800.0,49.03375,43.154232,1305266,5659231,NYSE,48.31,47.98,,,2021-04-15T12:30:00.000+0000,1348960017,1612198422
111,461,USB,U.S. Bancorp,42.695,-0.36,-0.155,42.58,43.3172,55.69,28.36,64346062848.0,46.487812,40.74219,1642015,7430119,NYSE,43.27,42.85,3.06,13.952615,2021-04-15T12:30:00.000+0000,1507110033,1612198422
