,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math
514,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
534,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
526,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
518,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
554,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
566,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
574,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
558,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
530,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
538,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
533,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
513,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
573,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
537,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
529,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
525,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
541,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,2260250000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,3629750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,3521000000.0,9635500000.0,4240000000.0,662000000.0,645750000.0,1366250000.0,4828000000.0,1366250000.0,14463500000.0,4105500000.0,25322250000.0,124750000.0,122750000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,4777750000.0,435000000.0,12714000000.0,-2073750000.0,-87500000.0,-37808000000.0,3258750000.0,-13154250000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,2717750000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012,2012,-25458000000.0,29552500000.0,14212750000.0,4777750000.0,5894500000.0,1.4753256188054589
